OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape__Area,Shape__Length
27027,1921,CA,USF,BDF, ,00000000,,,14,,,1522.08312988,,1,00000000,9032120.39191803,14001.382602787
27028,1921,CA,USF,BDF, ,00000000,,,14,,,108.69454193,,1,00000000,644716.46421224,3439.55514533125
27029,1921,CA,USF,BDF, ,00000000,,,14,,,551.30725098,,1,00000000,3268411.47927581,7232.71058813861
27030,1923,CA,USF,LPF, ,00000000,,,14,,,103.79290771,,1,00000200,633441.23773889,2947.64305097625
27031,1923,CA,USF,LPF, ,00000000,,,14,,,418.83596802,,1,00000201,2545453.20280952,7320.93076876717
27032,1923,CA,USF,LPF, ,00000000,,,9,,,699.90899658,,1,00000018,4272317.2529727,9855.51492110913
27033,1923,CA,USF,LPF, ,00000000,,,9,,,505.84686279,,1,00000016,3161569.53158733,6589.86977072489
27034,1923,CA,USF,LPF, ,00000000,,,9,,,1225.64929199,,1,00000028,7636609.83136085,10904.1296575761
27035,1923,CA,USF,LPF, ,00000000,,,9,,,372.22167969,,1,00000019,2315646.16562089,7752.24750464711
27036,1923,CA,USF,LPF, ,00000000,,,9,,,551.17077637,,1,00000021,3409763.84565144,7592.63641205764
27037,1923,CA,USF,CNF, ,00000000,,,9,,,54.44579697,,1,00000029,312822.84475122,2476.38798550409
27038,1923,CA,USF,CNF, ,00000000,,,9,,,963.27941895,,1,00000022,5523552.30759138,21793.0286512131
27039,1923,CA,USF,CNF, ,00000000,,,9,,,287.93838501,,1,00000024,1665581.85048499,5721.30729953465
27040,1923,CA,USF,CNF, ,00000000,,,9,,,146.85992432,,1,00000023,849469.46676332,4585.30934966261
27041,1923,CA,USF,CNF, ,00000000,,,9,,,87.14356232,,1,00000028,500616.19102169,3992.12263656148
27042,1923,CA,USF,CNF, ,00000000,,,14,,,2150.16455078,,1,00000008,12591961.855361,23073.4556323969
27043,1923,CA,USF,BDF, ,00000000,,,14,,,238.7305603,,1,00000000,1405254.51354062,6037.41217487593
27044,1923,CA,USF,BDF, ,00000000,,,14,,,1174.06079102,,1,00000000,6878175.00608915,13459.8300496279
27045,1923,CA,CDF,RRU, ,00000000,,,14,,,248.22125244,,1,00000000,1450559.08038614,4945.98118225203
27046,1923,CA,USF,BDF, ,00000000,,,14,,,79.7984314,,1,00000000,474754.493243185,2796.26420397341
27047,1923,CA,USF,BDF, ,00000000,,,14,,,994.99035645,,1,00000000,5918938.90144356,9451.2750023422
27048,1923,CA,USF,BDF, ,00000000,,,14,,,37.73076248,,1,00000000,224423.51794114,1913.6157512377
27049,1923,CA,USF,BDF, ,00000000,,,14,,,108.35822296,,1,00000000,644347.440617105,2982.25479749445
27050,1923,CA,USF,BDF, ,00000000,,,14,,,47.49925995,,1,00000000,282451.63566477,2099.70931548428
27051,1923,CA,USF,BDF, ,00000000,,,14,,,1461.11157227,,1,00000000,8681771.53959914,14948.70810279
27052,1923,CA,USF,BDF, ,00000000,,,14,,,58.04665375,,1,00000000,344922.41221924,2613.50804739173
27053,1923,CA,USF,SRF,SLATE CREEK,00000000,1923/08/27 00:00:00+00,,1,,,3.98299885,,1,00200127,28583.288594635,600.087330055678
27054,1923,CA,USF,SRF, ,00000000,1923/08/27 00:00:00+00,,14,,,4.97901392,,1,00301060,35118.163579555,665.157190964662
27055,1923,CA,USF,SRF, ,00000000,1923/08/27 00:00:00+00,,14,,,8.46425533,,1,00301062,59881.85568348,868.572028288689
27056,1923,CA,USF,SRF, ,00000000,1923/09/08 00:00:00+00,,14,,,49.78821564,,1,00301065,353364.099838545,2109.93734547326
27057,1923,CA,USF,SRF, ,00000000,1923/08/31 00:00:00+00,,14,,,3.98313284,,1,00400743,27594.280149255,589.614259378218
27058,1924,CA,USF,SHF, ,00000000,,,14,,,1727.91125488,,1,00000034,12025450.9392929,22242.8881642756
27059,1924,CA,USF,TNF, ,00000000,,,14, ,,202.14793396,,1,00000012,1371529.08269478,5632.67538066051
27060,1931,CA,USF,SHF, ,00000000,,,9,,,108.20800781,,1,00000512,778539.70021486,4026.45738483874
27061,1931,CA,USF,SHF, ,00000000,,,9,,,101.87428284,,1,00000542,732152.319299475,3993.59681985524
27062,1931,CA,USF,SHF, ,00000000,,,9,,,155.20729065,,1,00000652,1107118.34142113,4408.7328128009
27063,1910,CA,USF,TNF, ,00000000,,,14, ,,214.96652222,,1,00000009,1460845.98586723,5470.25485283448
27064,1911,CA,USF,TNF, ,00000000,,,14, ,,112.6717453,,1,00000003,765697.71158113,3474.54745343921
27065,1911,CA,USF,TNF, ,00000000,,,9, ,,242.29370117,,1,00000004,1644544.93369545,5652.9413079911
27066,1911,CA,USF,TNF, ,00000000,,,14, ,,1267.08105469,,1,00000007,8561385.92610866,12886.2090812403
27067,1931,CA,USF,SHF, ,00000000,,,9,,,681.30273438,,1,00000749,4844501.15651181,9113.84658664126
27068,1931,CA,USF,SHF, ,00000000,,,9,,,1218.74072266,,1,00000679,8642787.45483294,11927.0266279951
27069,1931,CA,USF,SHF, ,00000000,,,9,,,125.15187073,,1,00000620,886398.76402168,4135.47926798744
27070,1931,CA,USF,SHF, ,00000000,,,9,,,506.78607178,,1,00000630,3587990.38267554,7868.5434595538
27071,1931,CA,USF,SHF, ,00000000,,,9,,,424.47915649,,1,00000644,3003645.56398307,9743.79770442902
27072,1931,CA,USF,SHF, ,00000000,,,9,,,1435.01855469,,1,00000676,10150558.108915,15088.413026387
27073,1931,CA,USF,SHF, ,00000000,,,9,,,836.11016846,,1,00000638,5913159.32077466,11637.7086751671
27074,1931,CA,USF,SHF, ,00000000,,,14,,,432.48690796,,1,00000720,3053585.8755075,7732.68483322639
27075,1931,CA,USF,SHF, ,00000000,,,9,,,847.58422852,,1,00000664,6022304.92887588,12606.515552328
27076,1947,CA,USF,MDF, ,00000000,,,9,,,8.92605972,,1,00000023,64003.341783515,1031.44269617229
27077,1947,CA,USF,MDF, ,00000000,,,1,,,27.60141945,,1,00000049,197590.09984913,1859.59223499901
27078,1947,CA,USF,MDF,PLUM VALLEY,00000000,1947/08/20 00:00:00+00,,1,,,5.19756508,,1,00000020,37769.552106285,1038.44570813715
27079,1977,CA,USF,SNF, ,00000000,1977/07/21 00:00:00+00,,9,,,221.67172241,,1,00000112,1426751.82413953,4808.29112160876
27080,1984,CA,USF,CNF,MARGARITA,00000000,1984/09/26 00:00:00+00,1984/09/26 00:00:00+00,9,,100,129.65000916,8,1,00000094,755724.76037726,3609.78491596181
27081,1984,CA,USF,CNF,BARRETT,00000000,1984/05/20 00:00:00+00,1984/05/21 00:00:00+00,4,,60,133.99008179,8,1,00000024,767894.519953735,4900.3519942905
27082,1985,CA,USF,CNF,ROBLAR,00000000,1985/07/01 00:00:00+00,1985/07/04 00:00:00+00,9,,8425,8136.13818359,8,1,00000024,47365815.032402,38685.7805453856
27083,1985,CA,USF,CNF,REY,00000000,1985/06/26 00:00:00+00,1985/06/27 00:00:00+00,9,,551,1474.30786133,8,1,00000018,8553856.80095173,15071.0695478552
27084,1916,CA,USF,TNF, ,00000000,,,1, ,,983.97015381,,1,00000002,6710206.63999081,15330.2875491969
27085,1916,CA,USF,TNF, ,00000000,,,14, ,,297.9989624,,1,00000003,2031258.83374128,5786.24010859723
27086,1916,CA,USF,TNF, ,00000000,,,14, ,,699.16052246,,1,00000001,4765412.30425697,10662.7418066657
27087,1985,CA,USF,CNF,LOVE,00000000,1985/06/19 00:00:00+00,1985/06/20 00:00:00+00,9,,171,187.24043274,8,1,00000015,1086411.90007488,6208.31522980842
27088,1979,CA,USF,BDF,DALEY,00000000,1979/09/18 00:00:00+00,1979/09/20 00:00:00+00,8,,1445,1047.44946289,8,1,00000197,6209416.67990181,11096.4514885189
27089,1979,CA,USF,BDF,SHADOW,00000000,1979/09/15 00:00:00+00,1979/09/18 00:00:00+00,2,,2300,2601.00854492,8,1,00000191,15411076.4990929,15692.1051656504
27090,1979,CA,USF,ENF,CHILI BAR,00000000,1979/09/16 00:00:00+00,1979/09/22 00:00:00+00,4,,7024,6927.48535156,8,1,00000045,46212777.314329,36650.9202866283
27091,1979,CA,USF,ENF, ,00000000,1979/12/06 00:00:00+00,1979/12/09 00:00:00+00,5,,25,23.43189812,8,1,00000085,156433.1507226,1492.53972824427
27092,1979,CA,USF,PNF, ,00000000,1979/06/01 00:00:00+00,1979/06/03 00:00:00+00,3,,15,7.11246538,8,1,00000016,49081.01611226,1015.25195367956
27093,1979,CA,USF,PNF, ,00000000,1979/07/03 00:00:00+00,1979/07/03 00:00:00+00,7,,18,6.76335955,8,1,00000040,46441.71276337,891.899164828224
27094,1979,CA,USF,PNF, ,00000000,1979/09/29 00:00:00+00,1979/09/30 00:00:00+00,3,,15,24.94076729,8,1,00000126,171674.96700255,2080.31161486307
27095,1958,CA,CDF,TCU,HAYWARD,00000000,1958/07/12 00:00:00+00,,14,,,549.17169189,,1,00000055,3573318.27284585,9069.37788124645
27096,1958,CA,CDF,TCU,HIWAY 4 #5,00000000,1958/09/19 00:00:00+00,,14,,,4746.78515625,,1,00000151,30940605.5164143,32283.1300599696
27097,1950,CA,CDF,HUU,PACIFIC LUMBER CO. #7,00000000,1950/08/31 00:00:00+00,,14,,,1423.87573242,,1,00000114,9933190.52102972,22268.9930501257
27098,1950,CA,CDF,HUU,PAPPAS,00000000,1950/07/29 00:00:00+00,,14,,,1034.70349121,,1,00000004,7561349.38216054,13142.9974577629
27099,1950,CA,CDF,LMU,PEAVINE JCT.,00000000,1950/07/03 00:00:00+00,,14,,,218.52084351,,1,00000029,1497636.22691951,5269.81217167338
27100,1950,CA,CDF,TCU,POOL,00000000,1950/08/19 00:00:00+00,,14,,,344.83987427,,1,00000062,2253322.84656241,6737.915254368
27101,1950,CA,CDF,LNU,PUBLIC DOMAIN #1,00000000,1950/08/18 00:00:00+00,,14,,,618.2477417,,1,00000052,4159603.95120435,10342.7727716241
27102,1950,CA,CDF,LNU,PUBLIC DOMAIN #2,00000000,1950/08/30 00:00:00+00,,14,,,4616.3203125,,1,00000063,31013423.8911341,31986.346449573
27103,1950,CA,CDF,LMU,PUMICE MILL,00000000,1950/08/22 00:00:00+00,,14,,,6455.31298828,,1,00000025,46913175.7158835,33599.1411052311
27104,1950,CA,CDF,AEU,QUESTO RANCH,00000000,1950/06/19 00:00:00+00,,14,,,877.98059082,,1,00000003,5788203.71223337,12191.327587477
27105,1950,CA,CDF,BTU,RAMELLI,00000000,1950/08/31 00:00:00+00,,14,,,2178.06860352,,1,00000032,14965931.2678046,18223.0688062346
27106,1950,CA,CDF,MEU,RANCHERIA CREEK,00000000,1950/09/02 00:00:00+00,,14,,,6515.26367188,,1,00000219,43682607.0137539,35827.2338236486
27107,1950,CA,CDF,TCU,RILEY,00000000,1950/08/18 00:00:00+00,,14,,,365.86074829,,1,00000054,2400379.83781373,7377.52148014064
27108,1950,CA,CDF,MMU,WILDCAT MOUNTAIN,00000000,1950/07/30 00:00:00+00,,14,,,189.23814392,,1,00000041,1216750.33197594,4846.08654304514
27109,1950,CA,CDF,MEU,YORKVILLE RANCH,00000000,1950/08/17 00:00:00+00,,14,,,297.01516724,,1,00000173,1987915.83724843,6486.10877447552
27110,1950,CA,CDF,MMU,CURRAN,00000000,1950/06/18 00:00:00+00,,14,,,455.65716553,,1,00000100,2892298.40362715,7353.00476169937
27111,1950,CA,CDF,TUU,DRY CREEK,00000000,1950/08/25 00:00:00+00,,14,,,298.11907959,,1,00000749,1868126.64244729,6206.00813390602
27112,1950,CA,CDF,TUU,GILL #6,00000000,1950/10/05 00:00:00+00,,14,,,554.72662354,,1,00000896,3454277.14845864,7216.99425763848
27113,1950,CA,CDF,BEU,MACK,00000000,1950/08/17 00:00:00+00,,14,,,35380.453125,,1,00000054,221083642.154193,70519.9299987796
27114,1950,CA,CDF,TUU,STWART MOUNTAIN,00000000,1950/09/03 00:00:00+00,,14,,,652.52783203,,1,00000791,4065907.43510688,8843.72208431228
27115,1950,CA,CDF,MMU,THOMAS GREGORY,00000000,1950/07/05 00:00:00+00,,14,,,522.77081299,,1,00000123,3322679.54481673,7666.20132286661
27116,1954,CA,CDF,SKU,KIDDER CREEK,00000000,1954/07/27 00:00:00+00,,14,,,276.22756958,,1,00000025,1995919.45076692,6735.00790150133
27117,1954,CA,USF,SHF, ,00000000,,,14,,,128.60638428,,1,00000068,921640.41618689,5761.68573278611
27118,1954,CA,CDF,SHU,AIRPORT FIRE,00000000,1954/07/21 00:00:00+00,,14,,,2678.48193359,,1,00000121,18784719.8214514,22235.2728305649
27119,1954,CA,CDF,SHU,CLOVERDALE #2,00000000,1954/07/21 00:00:00+00,,14,,,2069.12866211,,1,00000122,14484969.6959748,15399.4471933208
27120,1954,CA,CDF,SHU,OLINDA,00000000,1954/06/28 00:00:00+00,,14,,,2514.32348633,,1,00000068,17567451.1555552,18104.1069754419
27121,1954,CA,CDF,SHU,PRIGMORE ESCAPE,00000000,1954/07/18 00:00:00+00,,14,,,676.64691162,,1,00000111,4748008.98604386,10386.9838849544
27122,1954,CA,CDF,TGU,MUTH #2,00000000,1954/08/17 00:00:00+00,,14,,,524.9284668,,1,00000040,3658768.44064165,9570.65355143614
27123,1954,CA,CDF,TGU,OAK FLAT,00000000,1954/06/28 00:00:00+00,,14,,,2212.49829102,,1,00000016,15357500.9927862,18223.3692661542
27124,1954,CA,USF,PNF, ,00000000,,,9,,,14.31673145,,1,00000012,98795.489007035,1258.36054073854
27125,1954,CA,USF,PNF, ,00000000,,,9,,,140.39451599,,1,00000019,959477.776846705,6929.41726149394
27126,1954,CA,CDF,MMU,ELLIOTTS CORNER,00000000,1954/08/02 00:00:00+00,,9,,,537.32806396,,1,00000034,3457526.69484424,9667.96290989742
27127,1933,CA,USF,TNF, ,00000000,,,14, ,,176.23448181,,1,00000001,1197177.21121987,5661.58094484275
27128,1934,CA,USF,TNF, ,00000000,,,9, ,,1117.65808105,,1,00000001,7640972.84012305,11244.0849019024
27129,1934,CA,USF,TNF, ,00000000,,,14, ,,500.49273682,,1,00000003,3413815.60546473,9127.50999443691
27130,1934,CA,USF,TNF, ,00000000,,,9, ,,245.87792969,,1,00000002,1674865.40495033,5865.90318074617
27131,1999,CA,CDF,MVU,COTTONWOOD,00004217,1999/06/27 00:00:00+00,,4,,,602.25683594,,1,00000000,3460063.05223903,11807.4769240139
27132,1999,CA,CDF,MVU,SLOANE,00007237,1999/10/12 00:00:00+00,,14,,,107.12454987,,1,00000000,615073.062816405,3055.59146723571
27133,1999,CA,CDF,MVU,CANAL,00006933,1999/10/02 00:00:00+00,,14,,,82.28040314,,1,00000000,477097.06303747,3126.28513479539
27134,1950,CA,USF,PNF, ,00000000,,,1,,,2600.56518555,,1,00000113,17936465.4538769,22028.271188308
27135,1950,CA,USF,PNF, ,00000000,,,9,,,3864.00830078,,1,00000102,26768478.2298397,23913.5925714179
27136,1950,CA,USF,PNF,LONE ROCK VALLEY,00000000,1950/08/07 00:00:00+00,,1,,,292.87557983,,1,00000069,2033745.81793447,8613.74793178331
27137,1950,CA,USF,PNF,MILLFORD,00000000,1950/09/02 00:00:00+00,,9,,,9185.31542969,,1,00000112,63688821.1756096,40943.7374451587
27138,1950,CA,USF,PNF,GARNIER,00000000,1950/08/08 00:00:00+00,,9,,,4096.64013672,,1,00000051,28365739.6252649,26215.8602499952
27139,1950,CA,USF,SNF, ,00000000,,,9,,,106.80686188,,1,00000004,680114.144735175,4121.88085667756
27140,1950,CA,USF,SNF, ,00000000,,,9,,,306.23370361,,1,00000001,1979833.66918898,9844.13311806545
27141,1950,CA,USF,SNF,NELSON COVE,00000000,1950/08/04 00:00:00+00,,9,,,505.45227051,,1,00000002,3248546.90749131,7087.95949520091
27142,1950,CA,USF,KNF, ,00000000,,,14,,,103.92350006,,1,00000086,761772.959131125,4238.45567088339
27143,1950,CA,USF,LNF, ,00000000,,,9,,,416.14505005,,1,00000090,2967170.4700587,7721.90688524122
27144,1950,CA,USF,LNF, ,00000000,,,1,,,380.80062866,,1,00000065,2705677.48651947,6845.17952418531
27145,1950,CA,USF,LNF, ,00000000,,,9,,,863.11883545,,1,00001100,6056398.53428513,13445.1223763606
27146,1950,CA,USF,LNF, ,00000000,,,9,,,924.12017822,,1,00000106,6376963.4103916,9784.27345352205
27147,1950,CA,USF,LNF, ,00000000,,,9,,,382.83120728,,1,00000133,2648968.84013723,6544.72961931181
27148,1950,CA,USF,SQF,KING GEORGE,00000000,1950/08/19 00:00:00+00,,9,,,787.99719238,,1,00000068,4867839.59397297,11086.2114932361
27149,1950,CA,USF,SQF, ,00000000,,,1,,,122.49591064,,1,00000130,775439.20189185,4317.14142446375
27150,1950,CA,USF,SQF, ,00000000,,,1,,,26.0001049,,1,00000071,161538.82181952,1565.10631645854
27151,1950,CA,USF,SQF, ,00000000,,,1,,,3256.44458008,,1,00000074,20165773.1856595,27469.7443361628
27152,1950,CA,USF,SQF, ,00000000,,,9,,,230.15007019,,1,00000131,1411544.21689302,4876.47690641018
27153,1950,CA,USF,SQF, ,00000000,,,1,,,202.31240845,,1,00000054,1256947.63728951,8455.66219491715
27154,1992,CA,CDF,TCU,MOCASSIN,00003985,1992/08/01 00:00:00+00,,4,,,9458.4609375,,1,00000697,61475270.237023,47713.5494706418
27155,1992,CA,CDF,TCU,LIGHTNING #6,00004235,1992/08/12 00:00:00+00,,1,,,297.30041504,,1,00000743,1925329.09442023,5856.81811266852
27156,1929,CA,USF,TNF, ,00000000,,,14, ,,551.03741455,,1,00000001,3773200.05084899,8666.21235285201
27157,1991,CA,CDF,LNU,GEYSERS FIRE,00000963,1991/10/20 00:00:00+00,,14,,,5770.71826172,,1,00000000,38468800.7980566,37099.2717290651
27158,1991,CA,CDF,LNU,ROAD 26,00003556,,,14,,,2093.91821289,,1,00000403,13898800.2265363,16128.8603472677
27159,1962,CA,CDF,LNU,THREE SISTERS,00000000,1962/06/07 00:00:00+00,,14,,,510.15081787,,1,000000C4,3435458.55823529,7899.77097222244
27160,1962,CA,CDF,TCU,TRIPLIT,00000000,1962/07/07 00:00:00+00,,14,,,1429.14282227,,1,00000050,9254893.60648468,10939.6248922218
27161,1962,CA,CDF,SCU,W.P.R.R. CO. #1,00000000,1962/05/25 00:00:00+00,,14,,,165.25566101,,1,00000001,1071140.96582511,6408.0401439661
27162,1962,CA,CDF,AEU,WEBBER CREEK,00000000,1962/08/17 00:00:00+00,,14,,,449.73553467,,1,00000145,2996843.86323021,9594.77929697238
27163,1942,CA,USF,SHF, ,00000000,,,9,,,57.90791321,,1,00000717,409717.333235895,2834.20633467068
27164,1942,CA,USF,SHF, ,00000000,,,9,,,136.81546021,,1,00000025,948735.73462897,4897.35696178204
27165,1942,CA,USF,PNF, ,00000000,,,14,,,7422.14794922,,1,00000001,51084240.1972726,38192.3357839345
27166,1942,CA,USF,PNF, ,00000000,,,14,,,285.31549072,,1,00000003,1961994.60645471,6678.61394974753
27167,1942,CA,USF,PNF, ,00000000,,,14,,,208.88088989,,1,00000002,1435735.64358547,5017.51797255023
27168,1942,CA,USF,PNF, ,00000000,,,14,,,1002.59173584,,1,00000004,6844300.33291699,11000.5336540321
27169,1942,CA,USF,CNF, ,00000000,,,9,,,200.00619507,,1,00000025,1150931.58656067,5044.85614654015
27170,1942,CA,USF,CNF, ,00000000,,,14,,,1221.35229492,,1,00000038,7023193.52816772,9918.05040352809
27171,1942,CA,USF,CNF, ,00000000,,,14,,,1044.52929688,,1,00000039,6006175.55209669,11102.8272097906
27172,1942,CA,USF,CNF, ,00000000,,,14,,,625.65612793,,1,00000037,3594500.73424959,7997.45255363209
27173,1942,CA,USF,CNF, ,00000000,,,14,,,237.75630188,,1,00000036,1365558.24038068,5126.28698709135
27174,1942,CA,USF,CNF, ,00000000,,,9,,,2771.64672852,,1,00000033,15859688.9183739,21252.7452330007
27175,1942,CA,USF,CNF, ,00000000,,,14,,,166.44514465,,1,00000042,951534.22946222,4322.53154186907
27176,1979,CA,CCO,LAC, ,00000000,1979/06/30 00:00:00+00,,14,,,2.08774376,,1,00000000,12383.150303565,514.703355802897
27177,1979,CA,CCO,LAC, ,00000000,1979/07/15 00:00:00+00,,14,,,40.50613785,,1,00000000,242084.90280358,2335.69359305255
27178,1979,CA,CCO,LAC,DAGGER FIRE/USFS,00000000,1979/04/11 00:00:00+00,,14,,,769.03015137,,1,00000000,4579033.26948613,13579.9282450678
27179,1979,CA,CCO,LAC,MILLIE FIRE,00318061,1979/09/19 00:00:00+00,,14,,,1996.29089355,,1,00002254,11824669.6863477,28076.0585939661
27180,1979,CA,USF,SQF, ,00000000,1979/09/16 00:00:00+00,1979/10/19 00:00:00+00,3,,640,751.22735596,8,1,00000120,4613636.57651297,13056.6820095133
27181,1979,CA,USF,CNF, ,00000000,,,9,,,90.59640503,,1,00000176,527715.16337059,3374.43409991765
27182,1946,CA,USF,KNF, ,00000000,,,9,,,36.55570984,,1,00000051,267323.051462015,2632.19667393648
27183,1946,CA,USF,LNF, ,00000000,,,1,,,292.00006104,,1,00000068,2051548.20604845,5804.89791285056
27184,1946,CA,USF,LNF, ,00000000,,,1,,,1289.83618164,,1,00000065,8988453.44907099,17883.7650984337
27185,1924,CA,USF,TNF, ,00000000,,,14, ,,3650.13623047,,1,00000001,24932710.2018821,25556.4326508946
27186,1924,CA,USF,TNF, ,00000000,,,14, ,,621.42138672,,1,00000002,4240686.74075612,9094.0185988553
27187,1924,CA,USF,TNF, ,00000000,,,14, ,,511.15200806,,1,00000004,3483135.94698152,7832.9772600095
27188,1924,CA,USF,TNF, ,00000000,,,14, ,,4068.05175781,,1,00000003,27696491.7946036,26751.0842988489
27189,1946,CA,USF,LNF, ,00000000,,,9,,,209.0284729,,1,00000047,1441249.57133097,4687.04180355002
27190,1946,CA,USF,SQF, ,00000000,,,9,,,32.2092247,,1,00000015,200391.960333735,2355.448370691
27191,1946,CA,USF,SQF, ,00000000,,,9,,,52.88033676,,1,00000022,326432.22702489,2428.79795159501
27192,1946,CA,USF,SQF, ,00000000,,,9,,,93.60459137,,1,00000038,575897.353941435,3044.6759630111
27193,1946,CA,USF,SQF, ,00000000,,,9,,,43.06028366,,1,00000035,262975.791364225,2414.83861266749
27194,1946,CA,USF,SQF, ,00000000,,,9,,,1566.17932129,,1,00000027,9643727.84481026,16582.0481614524
27195,1946,CA,USF,CNF, ,00000000,,,14,,,341.38262939,,1,00000099,1980466.79690153,5678.49813418815
27196,1946,CA,USF,CNF, ,00000000,,,14,,,169.49076843,,1,00000100,983123.204451975,3854.43764284961
27197,1946,CA,USF,CNF, ,00000000,,,14,,,2997.32421875,,1,00000103,17359405.2207583,21578.6148838704
27198,1946,CA,USF,CNF, ,00000000,,,14,,,151.83348083,,1,00000102,879683.796388305,4922.4539076553
27199,1959,CA,CDF,MMU,DESMOND,00000000,1959/07/09 00:00:00+00,,14,,,413.4286499,,1,00000031,2633926.39089344,7863.87117848075
27200,1959,CA,CDF,CZU,NEWELL CREEK #2,00000000,1959/07/25 00:00:00+00,,14,,,1326.82678223,,1,00000046,8459215.57045328,13465.3269847986
27201,1959,CA,CDF,MMU,URRUTIA #2,00000000,1959/06/25 00:00:00+00,,14,,,1556.46362305,,1,00000034,9892223.1832839,17160.5120951532
27202,1959,CA,CDF,MVU,BLIND,00000000,1959/09/11 00:00:00+00,,14,,,1575.0904541,,1,00000105,9177961.09372693,17698.4747727879
27203,1980,CA,USF,CNF,ELFIN,00000000,1980/09/14 00:00:00+00,,9,,,46.55610275,,1,00000022,269122.411348815,2079.15911664572
27204,1980,CA,USF,CNF,ASSIST #139,00000000,1980/11/30 00:00:00+00,,14,,,53.13276291,,1,00000033,307114.422865455,2785.10766763706
27205,1980,CA,USF,CNF,OUTSIDE ORIGIN #2,00000000,1980/07/23 00:00:00+00,,9,,,74.94574738,,1,00000011,433087.383224225,2769.5524861081
27206,1980,CA,USF,CNF,ASSIST #138,00000000,1980/11/25 00:00:00+00,,14,,,1174.71008301,,1,00000031,6770895.86031514,12782.8944965176
27207,1980,CA,USF,CNF,POWAY #27,00000000,1980/10/29 00:00:00+00,,9,,,34.26671982,,1,00000026,197560.607258295,2312.69090707479
27208,1980,CA,USF,CNF,LAKESIDE,00000000,1980/08/03 00:00:00+00,,9,,,75.37567902,,1,00000016,433607.46485441,2846.65163282523
27209,1950,CA,CDF,MEU,ROADSIDE #31,00000000,1950/09/04 00:00:00+00,,14,,,146.88327026,,1,00000231,989938.722283605,5757.72309950566
27210,1950,CA,CDF,MEU,UNION LUMBER CO. #2,00000000,1950/07/12 00:00:00+00,,14,,,100.41674805,,1,00000084,686085.162380785,5115.87806270618
27211,1950,CA,USF,MDF,DRY LAKE,00000000,1950/08/16 00:00:00+00,,1,,,224.74645996,,1,00000121,1632817.36532308,5900.98343492969
27212,1999,CA,CDF,MVU,RAILROAD,00007367,1999/10/17 00:00:00+00,,4,,,149.11315918,,1,00000000,852883.78657199,4389.72898650966
27213,1999,CA,CDF,MVU,GLORIA,00007088,1999/10/08 00:00:00+00,,14,,,2232.75952148,,1,00000000,12763248.5091207,14677.9117354677
27214,1999,CA,CDF,MVU,BORDER #70,00004471,1999/07/07 00:00:00+00,,4,,,118.48069,,1,00000000,677007.421344045,3705.68939892671
27215,1999,CA,CDF,MVU,PROCTOR,00006889,1999/09/30 00:00:00+00,,7,,,1460.06445313,,1,00000000,8365947.97773021,13769.232483038
27216,1999,CA,CDF,MVU,SHELTER,00000000,1999/04/27 00:00:00+00,,2,,,137.03372192,,1,00000000,792227.311062945,4892.70694089285
27217,1999,CA,CDF,MVU,CAMPO,00005740,1999/08/22 00:00:00+00,,14,,,864.49072266,,1,00000000,4944638.47687032,11625.8720681552
27218,1999,CA,CDF,SKU,FAITH,00003985,1999/09/29 00:00:00+00,,7,,,9.49241352,,1,00000000,69227.375648535,1608.38645166327
27219,1999,CA,USF,SRF,UPPER COON,00000000,1999/09/20 00:00:00+00,1999/09/25 00:00:00+00,2,,30,30.04484749,8,1,00000067,219074.871391585,2065.16797918262
27220,1928,CA,USF,KNF, ,00000000,,,14,,,162.86203003,,1,00000064,1187929.96494072,4504.89839832225
27221,1918,CA,USF,KNF, ,00000000,,,14,,,13174.34472656,,1,00000239,95059858.6397662,61719.6782860115
27222,1918,CA,USF,KNF, ,00000000,,,14,,,1699.34326172,,1,00000097,12364503.940268,14625.3597032213
27223,1991,CA,CDF,LNU,TURKEY RUN,00003285,,,14,,,515.80206299,,1,00000363,3462458.39274494,7363.11035129919
27224,1991,NV,USF,TOI, ,00000000,1991/07/27 00:00:00+00,,4,,,398.86849976,,1,00000091,2722518.18512134,6949.7916681104
27225,1991,NV,USF,TOI, ,00000000,1991/07/22 00:00:00+00,,1,,,10.81297493,,1,00000083,71571.6745906,1011.555192911
27226,1991,CA,USF,MDF,DUTCH,00000000,1991/08/20 00:00:00+00,1991/08/30 00:00:00+00,1,,250,268.67959595,8,1,00000087,1950377.49391109,6621.73869382307
27227,1979,CA,USF,BDF, ,00000000,,,14,,,144.01785278,,1,00000000,846488.81329066,4937.93251033271
27228,1979,CA,USF,BDF, ,00000000,1979/07/13 00:00:00+00,1979/07/14 00:00:00+00,7,,217,286.52261353,8,1,00000097,1675724.35467585,5548.21872837962
27229,1979,CA,CDF,RRU,SAGE,00011942,1979/07/08 00:00:00+00,,14,,,118.00580597,,1,00000918,690993.0214119,3952.07382086048
27230,1979,CA,CDF,RRU,BURRO,00000000,1979/08/23 00:00:00+00,,14,,,22.04309273,,1,00000019,130142.413814,1358.09344340579
27231,1979,CA,CDF,RRU, ,00000000,,,14,,,689.72637939,,1,00000000,4066903.70820399,12177.9076800456
