Date,Open,High,Low,Close*,Adj Close**,
1-Apr-93,"3,435.10","3,481.58","3,363.79","3,427.55","3,427.55",
1-Mar-93,"3,370.80","3,482.12","3,343.26","3,435.11","3,435.11",
1-Feb-93,"3,310.00","3,456.73","3,266.80","3,370.81","3,370.81",
1-Jan-93,"3,301.10","3,320.83","3,231.95","3,310.00","3,310.00",
1-Dec-92,"3,305.20","3,352.71","3,248.16","3,301.11","3,301.11",
1-Nov-92,"3,226.30","3,308.41","3,184.67","3,305.20","3,305.20",
1-Oct-92,"3,271.70","3,280.85","3,095.79","3,226.30","3,226.30",
1-Sep-92,"3,257.40","3,376.49","3,242.76","3,271.70","3,271.70",
1-Aug-92,"3,393.80","3,399.99","3,207.10","3,257.40","3,257.40",
1-Jul-92,"3,318.80","3,402.96","3,266.53","3,393.80","3,393.80",
1-Jun-92,"3,396.90","3,422.28","3,254.05","3,318.50","3,318.50",
1-May-92,"3,359.10","3,440.67","3,324.02","3,396.90","3,396.90",
1-Apr-92,"3,235.50","3,366.50","3,161.23","3,359.10","3,359.10",
1-Mar-92,"3,267.70","3,299.64","3,188.28","3,235.50","3,235.50",
1-Feb-92,"3,223.40","3,293.38","3,207.96","3,267.70","3,267.70",
